start	end	text
0	3520	Alright guys, so here is an example number two.
3520	5840	So I'm looking at NCDUSD on the daily timeframe.
5840	11600	As you can see, we took out this external liquidity which is this high over here and our draw
11600	14360	on liquidity would be this fair value gap.
14360	17480	But let's go to the one over time frame and see what happened.
17480	19880	So price took out the liquidity here, right?
19880	21760	Now price is in our POI.
21760	26040	So now essentially what we are waiting for is we have to identify original consolidation.
26040	28440	So where's the original consolidation?
28440	29720	In my eyes, it's right here.
29720	35440	You can see we went up and down from here, but then we have a small consolidation here
35440	38360	giving us two consolidations, right?
38360	43280	And when price came back into our POI, took out liquidity, we had a shift in the market
43280	48560	structure and right away what we have is an auto block for these consecutive bullish
48560	49560	candles.
49560	51160	We have this fair value gap.
51160	54560	Now price goes down, goes down, goes down.
54560	60680	You can see there is an auto block here, right?
60680	61760	Remember the mitigation blocks.
61760	64400	So this bearish candle, price broke through that.
64400	65680	What do we have inside it?
65680	70000	A bearish auto block, price taps into that bearish auto block.
70000	71000	Then we have what?
71000	74880	Another mitigation block, price breaks through this, but do we have fair value gap?
74880	79280	Of course price went a little higher from here because this is not a clean high.
79280	82120	So our stop would be here because that is a high.
82480	87280	Higher highs are the highest candle is the mid one and the left and the right candle
87280	91920	is the lowest like from this week.
91920	99320	And as you can see, the price is currently on its way down to take out this low here.
99320	103160	And it eventually will because this is the original consolidation.
103160	110160	As you can see, when price like started moving up, right, or you could just simply say like
110200	113800	this is one big consolidation phase right there.
113800	114800	Yeah.
114800	118520	So maybe we can just take out this level here as well.
118520	124760	We have a tiny consolidation here as well and pretty much it sums up everything that
124760	127320	I've thought right now.
127320	131080	So let's move on to the next example.
