start	end	text
0	8360	Alright guys, so here is another example for the holy grail strategy and for this I'm going to use the continuation purge or the
9960	16760	You know the ABC or the ABCD combination with this you can say that it's a continuation purge, but
17920	22240	If you are familiar with my concepts, you can call them ABC or ABCD as well
22440	27960	So on the daily time frame, we're gonna go from daily to hourly to five minute to frame our trade
28040	35320	so over here we have this external liquidity taken out and in the discount we have this
36120	43120	Fairbody gap right so now let's go to the hourly time frame and we have to wait for a shift in the market structure, right and
46120	48120	See what has happened here
49680	56440	We got a break to a very low low low or high low low low right so that is a shift in the market structure as well
56680	62920	Considering the fact that we have taken out the objective so now what we want to wait for is a continuation purge
63760	65760	right and
67480	70000	Over here, what do we have we have this
70880	72880	Bicyte right or a
74160	79400	High over here the indicator failed to do so so that is a high
79920	85080	So we wait for price to take out that high once that happens you want to mark out the move
85920	91720	We want to scout out the market maker model inside here, right and look at when the
92360	98720	When the purge happened at around eight so remember when I say that the purges happen roughly from eight to
99080	105320	10 30 right that is like your sweet spot it can happen anytime of the day right but that is what you want to look for so
106800	112560	Going into the five minute time frame now first off you simply want to mark out your
112920	120040	Consolidation phase so we have this beautiful consolidation phase right with with these equal lows here. That is our clear draw on liquidity
120040	124680	Right so now we wait for is a shift in the market structure and over here
124680	129120	We have a shift in the market structure, but there's no fair value gap right and there is these
129600	136280	This equal highs over here right and this autoblock didn't take out any liquidity here
136280	138680	So this is not a valid autoblock here, right?
138800	145240	So you want to keep these things in mind you want to wait for a clean shift in the market structure with fair value gap
145240	147240	Fairway gap is very necessary here guys
148560	155000	So we wait for price to give us something here and right away. You can see we took out these equal highs
155960	162040	Over here right this buildup of liquidity this engineered liquidity. We have this shift in the market structure
162240	168920	Right you have this fairly gap and also this fairly gap like this whole fairly gap
168920	175640	Right your entry should be from this fbg your stop goes here and you target simply this
175640	181680	But since that your risk reward is 1.61. We need at least two rr
181680	187560	Right so you want to just decrease your stop until you get one to two, but your target remains the same
187560	189560	All right, so let's see how this plays out
190120	194400	We tap in and we have a small scalp on the five minute time frame
194960	197240	So now we are in the scalping territory
197240	202560	All right, so we're gonna get like one to two or one two three or four max out of these trades
202720	204720	Even sometimes one to four as well
205120	208480	But you can see that you have to look for these guys look
209120	212320	In normal trader once he saw this structure break
213280	219360	He could have taken the entry from I don't know from somewhere here because there's no further gap here
219360	220640	Right
220640	228640	There's no clean auto block look at the so many candles here, but then price but I did it created these equal highs over here
229480	232600	So now these these concepts are not like
233840	238840	ABC or ABCD trading strategy, right? You don't just follow the rules like a robot
238840	243920	No, you have to look at these things you have to look for a clean shift in market structure
243920	248520	Look at this we took out the liquidity and we didn't have any double top, right?
248520	255120	We don't have any highs around here. So once you get the shift we can simply take our entry here
255120	257120	There's fairly gap here
258680	262160	There's a breaker block here as well that you could have utilized
262840	267060	But fairly gap is my best friend for this strategy
267680	268640	So
268640	274040	Consolidation is all you need to identify and you can get a setup out of it, right? Like this is like the
274440	280720	The best strategy guys this I don't think there's something better out there. That is better than this. Okay, so
282520	288240	Yeah, we look for a continuation purge here. You can see and that's about it
288440	291680	So let me give you guys one more example
