start	end	text
0	5680	Okay guys so this is how you trade a continuation of the trend so obviously this is a handset
5680	10560	right but I just want to explain to you how you can trade the continuation of the trend
11280	21680	order flow in the continuation of the trend right so let me show you what's going on here so
21680	28640	we created a lower low lower high and then we created another lower low right this could be the
28640	37600	lower low right around here so what you can see here is that let me remove that we broke the
37600	44480	structure here and this there is imbalance around here right there's no imbalance here
46400	56960	here or here okay it's all filled so this should be our entry zone okay but then we got
58880	66880	auto blog here so this would have been your first entry okay and you would target
68400	76560	this zone right around here now once price creates creates another lower low which it does right
76560	86640	here you can see that there's imbalance around here and this is the auto blog okay there's no
86720	95760	imbalance around here every imbalance is filled within this trend so what do we do we take our
95760	102720	position from here put our shop plus right above there and we target the low here and as you can
102720	108320	see price hit our take profit level now let me give you an example for the buy positions
