start	end	text
0	6740	All right guys, so here is an example number one of the market maker second distribution entry model
7020	10400	So right here, but do we have we have taken out the external liquidity, right?
10680	16400	This fairly gap is gonna be a drawn look. So let's see what have happened here going to the one-hour time frame
16840	19880	This is when we took out the external liquidity, right?
19880	24000	We have the consolidation right here and we have this drawn liquidity right here
24000	27280	We have this pullback which is the accumulation phase one, right?
27440	33200	You only want to see a small pullback or consolidation. That's pretty much it. So now let's look at it here
34520	39200	After price took out the liquid. What do we have? We have a lower low lower high lower low
39200	45540	Now that's when we get a market structure shift and we also have the first stage of the market maker
45800	49680	Second distribution model complete which is double break of structure, right?
50080	51840	Once you have a double break of structure
51920	57480	You want to wait for a purge of any lower high now what is a lower high?
57480	60320	We have lower low lower high. This is a lower high, right?
60320	64600	But do we have here lower low lower high lower low, right?
64600	69200	Now this is that lower high that you want to put your focus on we took out this
70320	72120	lower high here now
72120	76200	We want to wait for a double break of structure once again, right?
76280	80440	So we have this level taken out. We also took out this level, but this is not necessary
80480	86480	We took out this lower high now. We simply wait for a double break of structure. So what do we have? We have a lower low
87320	92640	Right zooming in here. We have a lower low lower high and a lower low
94080	98800	Once you have that look at where is the unmitigated fair value gap
99400	102800	This right here is the fair value gap that we're talking about now
102800	108080	This is your second distribution entry model and guys
108920	110920	Once you get this set up
113040	117160	There's like no going back, okay, so this is like a live trade
117160	121400	I think we can't play it forward. So like this is happening right now. It happened on
122320	124320	Monday
124320	126760	You can see at three we got the entry and
127280	130360	This is the beauty of this model once you get this type of setup
130360	135840	You have to train your mind to see this type of setup guys. It's not it's not I
136360	141840	Like my other strategies is not easy. It's not like it's like a piece of you know
142360	148160	Cake no, it is not that you have to identify these structures and one more thing to help you with this is
149040	151560	Wicks maker okay in this strategy
151560	155480	So you don't have to wait for body closure if you get a wick
155520	160040	That is your shift in market structure if you get like a wick here and then a wick here
160040	164680	That is your break of structure. So let's say if the body didn't close here
164680	172320	But it was just a wick that was a clean setup. Okay, you don't you can also wait for wicks in this type of strategy. So
174000	176960	This second distribution is complete and we hit this
177480	182800	Almost trying to hit this level. We will take out the slope and this would have been a 14.98
182960	185200	Let's say you put your stop here. Maybe here
185200	189400	Let's say even here three you would get one to three, but usually I would put my stop here
189400	194400	That was 13.46. It happened recently. That was your challenge pass in one trade
194680	196920	Let's move on to the next example
