start	end	text
0	25500	Alright guys, so here is example number one you can see the marker structure is bullish right heavily bullish and we are going up not consolidating. Okay, so right here what we have is consecutive bearish candles before move to the upside that broke this structure. So this right here this whole area is my autoblock. So I'm going to patiently wait for price to come back into my autoblock.
26500	40500	When that happens I drop down to the 15 minute time frame and this last bearish candle is going to be an autoblock. I know this is a huge ass candle but this is how autoblocks works.
41500	50500	I mean you can take this as an autoblock as well but again you might miss out the trade and I don't want you to miss out the trade.
50500	62500	Okay, so if it's like this I recommend that you take your entry especially for this strategy by this last bearish candle before the move to the upside that broke the structure.
63500	73500	So you can see we have a change of detector here and change of detector here. So now I'm going to patiently wait for price to come back into my zone which is right here.
73500	81500	Put my stop somewhere around here around 25 pips and I go for one to two and I go back home.
82500	84500	So let's see how this plays out.
90500	92500	Okay, so here's the thing.
95500	103500	You're going to see that this happened. Our entry was between this right here. So,
104500	109500	yeah, so the price was here, right? So you could have entered here because the kill zone?
110500	113500	Yeah, it starts from here. So,
114500	119500	your entry would have been here and you would have like went for two ratio.
119500	122500	What simple is that? You don't want to like,
123500	129500	you know, use like one to three or one to four. Just go for one to two. It's best for your psychology guys.
129500	137500	Trust me when I say this because I've said this so many times in my videos where I force you guys to take one to two trades.
138500	144500	When you do that, guys, it just gives you this feeling of consistency, okay?
144500	149500	You win more, your psychology gets better and all.
150500	157500	So you can see that was a perfect trade. We waited for price to come back into our autoblock right here.
158500	163500	And before our autoblock, we had a market structure shift. Our entry was during the kills on ours.
164500	167500	Sorry, do the London session, I believe.
168500	175500	And you can see prices smashed to our take profit level, took out these equal highs.
176500	179500	And even took out this high here as well.
180500	182500	Let's see where price goes.
182500	189500	Yeah, so it keeps on going. So here was example number one. Let me give you guys another example.
