start	end	text
0	6360	Alright guys, so here is example number two for the monthly bias, I'm looking at AUDUSD
6360	8600	on the monthly timeframe of course.
8600	12040	So now how do you manually identify highs and lows?
12040	17120	So a high and a low is a pattern of three candles, okay?
17120	20320	The first candle is like this.
20320	27480	The second candle is the highest and the third candle is lower than the second candle.
27480	29400	So the second candle has to be the highest.
29400	33000	You can see we have a wick here, wick here and wick here.
33000	36760	The second candle has the highest wick, okay?
36760	41960	Once we have that pattern, right, when the candle closes, that is your high, or you can
41960	44280	simply just use the fractals indicator.
44280	52400	But sometimes fractals might miss these small highs and lows, so you must know what is
52400	54240	high and a low.
54240	60240	So over here, what we have is a purge on the external liquidity and where is the drawn
60240	61240	liquidity?
61240	63480	It's going to be this fair valley gap.
63480	69120	So now let's drop down to the daily timeframe once we have taken out the monthly extended
69120	70280	liquidity.
70280	76640	So now what we want to wait for is a market structure shift and right there you can see
76640	80720	we have a shift in the market structure, beautiful.
80720	83920	So then you can see price fills in the fair valley gap.
83920	88800	So that is going to be our entry, right?
88800	92960	If the fair valley gap is big, you can simply just use the 0.5 level of the fib, which is
92960	94000	going to be this.
94000	96360	So let's say your entry is here.
96360	99440	Let me remove the fib.
99440	107520	Your stop goes above the high and you're simply targeting the monthly drawn liquidity,
107520	109560	which is the fair valley gap.
109560	111160	These two lines is a fair valley gap.
111160	113920	Remember I drew two lines.
113920	115360	So you have your entry.
115360	118640	So let's see what would have happened.
118640	119640	And there you go.
119640	120640	Take profit hit.
120640	126000	You can see we have been bearished throughout these many days.
126000	134000	Now if you were on the one hour timeframe, now let me give you some hints.
134000	138880	You could have taken your entry somewhere around here, maybe here.
138880	142200	If it took out some high or low, but we're going to talk about that later.
142200	145000	Just don't want to confuse you guys.
145000	149960	You can use this as a bread and butter model, just two time frames, right?
149960	158920	Remember time frame alignment, we are for monthly bias, we use monthly, daily and hourly.
158920	166600	For weekly, we use the weekly for our time frame and 15 minutes time frame.
166600	175960	For daily, we use daily one hour and five minutes and for four hour time frame, right?
175960	181760	For intraday bias, we use the four hour, 15 minutes and two minutes.
181760	186480	We're not going to use one minute because it is not reliable.
186480	192480	So price gives us a market structure shift for everybody gap, boom, right there.
192480	196080	Let me give you guys an example for the weekly bias now.
