start	end	text
0	6120	All right, everybody. So here is example number two. So over here, you can see we have this low
6320	8720	we had a market structure shift here and
9920	15160	Consecutive bearish candles or down close candles is your autoblock if I mark the autoblock
15600	16860	Like that
16860	23920	You can clearly see that price ripped through the autoblock taking out the autoblock liquidity and afterwards
24120	30600	We had a reclaim and then a retest. I'm looking at an S100 and you can see that price just went up like that
31440	32760	so
32760	38920	You can clearly see that we took out sell side here, right and they made it look look so obvious
39160	42840	You the sell side was taken we had a market structure shift
43040	48200	so a lot of us into traders would try to go along either off this fair value gap or
48800	52160	This entire autoblock what happens price takes out the slow
53920	55440	and
55440	57440	You might be asking me that
58000	60000	What about other trading strategies?
60760	64160	Now we are doing this without bias, okay?
64680	69600	So this is a no delia boss strategy. That is when we're gonna use this method and
70240	72240	It's not gonna happen all the time
72840	74840	most of the time or
75160	81960	Some sometimes it's gonna react off this very well gap and go up. It's not gonna be a case where it happens every time
81960	83200	but
83280	87080	If you see a pattern like this where you have a sweep, right?
87960	91360	Let's say your initial entry was here and you lost rate
91360	95600	But you can do is look for this pattern where price reclaims itself
97000	103680	Like that closes above it. So this is very important closes above it and you have like a
105400	110120	Target level this could be a take profit one. This could be your take profit to
110120	113120	Let's move on to another example
