start	end	text
0	4800	All right guys, so here's another example of the Asian session liquidity trading strategy
4800	6800	So as you can see price was making
7280	10000	lower low lower high lower low lower high
11040	14560	lower low lower high and then we strapped the
15920	17680	If I zoom in
17680	23520	You can see we stripped the Asian session low during the the lunch break, right?
24240	26720	and then what we had here was a
27520	29680	market structure shift
29680	35040	Okay, and it just broke up with um a lot of momentum, okay
36240	39440	So what do we have here now is we got
40880	45280	Some of the imbalance around here, all right, and we got this autoblock around here
45920	53040	Now if you mark out the very extreme level, you will still have gotten an entry because as i said before you must keep your
53840	55840	entry point a bit
56160	62960	Above the actual entry point to deal with the spreads, okay, or a worst case scenario you can have
64640	70080	Entered at around this autobock, okay, and you would have your stop loss below this level
71120	77120	And then you would target the Asian session high. This would have been a six
77680	82800	Restore what but if you had your entry around here and you stop here. This would have been a
83600	85600	13
85600	91520	Restore what trade so guys this is like a FTM or challenge passed with one single trade, okay?
92080	94880	So what i'm teaching right now, it's incredible
95440	100880	You will not find it anywhere on the youtube or any other courses, maybe a few people know about this
101440	103600	but this is the
104880	106960	Deal guys trust me all right
