start	end	text
0	6640	guys so here is example number one as you can see we are bullish right so you can see market structure
6640	14400	is bullish so right here what we have is a bc right so let me mark this out like that we have
15120	20720	a bc and now we are on our way to to create the d leg so
20720	30400	let's say hi and now this is the low of the b leg so we wait for price to take out the low
30400	40080	right here and what you're going to notice is if i draw out the fib you can see price came back
40080	49440	into the 0.79 level so now what we can do now is look for market structure shift and you can see
49440	57600	that price also took out this low so this could be a great sign okay so let's drop down to 15
57600	66960	minute time from and look for market structure shift and there we have our market structure shift
66960	76480	so let's mark out our autoblock which is the last or first candle of the fibregap or it could be a
76480	86560	continuous bearish candles before market structure shift but i like to use this method because that
86560	97360	is a refined autoblock so my entry would be here and i would target probably this high right here
98240	104800	so let's see how this plays out we get our entry
108320	113840	during the kills on ours so this entry was at eight right so that is a plus point
116880	119040	so let's see if we hit our take profit level
120000	131920	okay keeps on going and eventually it hits take profit level for 8.41 but i would take
131920	142480	one to two and i would go back home and enjoy my life so let me repeat this again right
142800	159680	okay so you see we have a bc price takes out this low right now if price takes out this low right and that is okay
160480	166000	we are only focusing on this low but however if if this low is taken out as well then you don't
166080	174080	have to worry because the abcd pattern is complete now okay so you then look for market structure
174080	182080	shift as i showed and yeah i guess that's pretty much it you look for market structure shift you
182080	188720	target these levels you don't necessarily necessarily have to target the highs you have you can take
188720	199920	partials along the way and you should okay um but yeah you see price the reasoning behind
199920	208240	this is let me give you the reasoning behind this so when the market structure is bullish right when
208240	216560	price wants to go higher what it's going to do is going to form a range so this it range right
216560	224560	so price is going to take out liquidity from the uh take out the buy side liquidity first
224560	228240	and then it's going to take out the sell side liquidity and then it's going to move to to its
228240	236720	original destination okay so when you are bullish you look for something like this okay you have a
237280	242240	purge on the buy side and then you have a purge on the sell side so now once price has taken
242240	246640	liquidity from both sides of the market then price is going to move in its original destination
247360	250560	okay so let me give you guys another example
