start	end	text
0	6800	All right guys, so here is another example of the market maker by model as you can see we took out the external liquidity right here
7080	11840	So now we have this fairly gap in the premium. So that is gonna be our draw on liquidity
11840	15800	So let's go to the five minute remember from one hour. We go to five minute, right?
16640	20040	Now we have taken out our objective. So let's identify
20880	27600	Consolidation phases so right here. We have one consolidation and that is gonna be our original consolidation right here, right?
27760	29600	Let's move this up like that
29600	33280	So we have consolidation here and consolidation here. These two lines are
33720	38700	Favourite gap. So that is gonna be our draw on liquidity. What do we have after taking out the objective which is external liquidity?
39000	41040	We have a market structure shift here
41040	48080	Now if you don't know if you're confused as to why is there some market structure shift go and watch my video on YouTube
48400	53000	Which says how to identify high probability market structure shifts, right?
53480	55480	Price didn't take out this high
55760	62440	But it did a break of structure instead of market structure shift now once you have a break double break of structure
62440	68080	After price takes out a key level that is a valid market structure shift if that makes sense
68840	75680	Just watch that video on YouTube. So we have this autoblock here consecutive bearish candles going long just right here
76000	82600	Right, we put our shop right below this autoblock and we target this level which is a draw on liquidity, right?
82840	89920	The consolidation phases tells us that we are in a market maker buy model, right? It gives us confidence. So playing this through
91040	97120	You can see that the take profit level was instantly hit and we took out this range
97320	104440	This consolidation high as well giving us 2.29 rr. So let's move on to the next example
