start	end	text
0	9720	Alright guys, so this is going to be the final, I would say, example for the strategy.
9720	18200	So as you can see, we made high, high, high, low, high, low, low, low, sorry, high, high,
18200	25280	then we created lower, high, lower, low, lower, low, lower, low, then we created high, high,
25280	32040	high, low, high, high, high, and then after we swept the high of the Asian range, which
32040	41640	is this, during the lunch break, we swept the high, and then we had a market structure
41640	47840	shift, as you can see right around here, alright, and then if I mark out the autoblog, this
47840	54040	is the autoblog that we have, alright, so you would have entered here, you stop, should
54040	58480	have gone here, if it went there, you would have gotten stopped out, but if you had you
58480	62200	stopped here, you would have targeted the Asian session range, and this would have given
62200	64960	you a 3.26-risk reward rate.
64960	69900	So we will be moving on to our next strategy after this video, and as we guys in the next
69900	70920	trading strategy video.
