start	end	text
0	4760	So here's the example number three. Now this is a very informative example. It's going to help you a lot
5040	11160	so as you can see I'm looking at the price section after at 9 15 am right and
11400	15340	I will mark out the low of today and the high of the day and
15840	19520	The midnight open just for you know for my own
20200	23240	Information so the open is one one three three four
24960	29100	So this is the open right you don't have to mark out these
30000	35200	Midnight opens it just tells you from from where you should be you should start looking for the high and the low
35200	39680	you should only start looking for high and low after 12 am okay, and
41040	43800	so as you can see right now we have a
45840	49940	This this liquidity level and then we have the high which is a liquidity level and
50960	55160	if you if you think if you can see these two
56000	61760	Equal relatively equal lows, right? Hi, sorry. These are relatively equal highs
61920	66520	So you can actually drop down to the five minute time frame
66800	74680	Okay, and if it's not clear you can also drop down to the one minute time frame and now you can see that we have a clear
76040	83320	Equal highs zone you can see we have a tap and then we have a tap and we are going down and the time is
84160	88800	919 a.m. Now. This is a clear and I mean clear liquidity zone
88800	94400	Okay, as I have thought above you can see these are clear relative equal lows
94920	99320	Equal highs my bad and they are not the best, but they are okay
99360	102600	so you got to wait for price to sweep that level and
103080	110040	As you can see price swept this level and it also swept the low of the day
110200	112960	So what you should be looking for here is a
114160	120800	Market structure shift, but it doesn't happen now what you can do since the imbalance was so big
120800	124600	You can take your entry from the autoblock level, okay?
126400	129120	There was no marks for the ship and we went straight into the autoblock
129120	134920	So as you can see our daily bias the market structure the oral market structure was bearish
134920	137040	And we are only taking short positions
137080	143200	We would not take long the few the previous example that I showed we should have not taken the long because the market structure was
143360	147080	bearish, but it still works, but I'm saying that if you take
147880	153040	The trades in the overall market direction the wind rate is gonna be higher and I mean much higher
153200	154120	so
154120	160160	The reason why I did not take the entry from this very early gap is because the imbalance is way too big
160160	163800	And if I have my entry around here my stop loss would be very huge, right?
163840	171760	So I would rather miss the trade then take this trade and risk one person with a huge stop loss and a very low reward
171760	173760	level a reward so
174680	178520	You're gonna have taken your entry from this autoblock. Okay, you could have put your stop here
178520	183920	You're gonna have targeted this level you would take some partial tier and then you take your whole trade
184920	190800	You take your all the profits here. So let's see how this plays out. I'm actually not sure how this plays out because I just
191760	194720	Okay, took some partial tier you are break even now and
196400	202320	And boom this hit the take profit level. So what are the key things that we noted?
202320	204320	So if the price
204320	210760	before 915 if you see a liquidity level like this equal highs or a significant high or
212520	218360	You know any type of liquidity guys it doesn't matter and then you see this huge
218840	221520	Displacement after liquidity sweep you take your entry
223600	226200	Yeah, guys it was a very very
226760	230800	Excellent strategy and I use this on daily basis with indices of course
231200	238200	So I hope this you guys like this lecture and I'll see you guys in the next video
