start	end	text
0	7000	Alright guys, so here is an example for the silver bullet inter-day bias
8480	13560	Sculpting whatever you want to call it right so first of all we want to determine the
14280	18840	Since we're gonna take our entry on the one minute. We want to determine our 15 minute bias or narrative
18840	23160	So right here we have this external taken out at 330 right
23160	32960	So from here onwards what you want to look for is a free value gap here, right?
32960	37880	So we have this free value gap now going to the one minute time frame
38440	42840	This is gonna be a drawn liquidity, right? So we have to look for a shift in the market structure
45080	50880	And that happens right there and we have this free value gap
53560	57440	So we're gonna get our entry before 4 o'clock, right? So
58240	64520	We get our entry at 354 so we should be good. This is gonna be our draw, right? And if I play this through
67000	71160	You will see that we have hit our take profit level and
71960	77000	If I play through you will see that after price takes up the objective it will just go up
77120	82240	So that is the beauty of using this external internal with your
83280	90760	Every single strategy that I have right it could even either be Asian session could be the 9th area and 8th area open
91360	96680	You have this beautiful tool that you can use right now, okay, and yeah, that's pretty much about it
96680	100280	Let me give you guys one more example. Simply look for a shift in the market structure
100840	103320	as I said before the timings
103760	109720	Is that your entry only must be after in during the kill during the silver bullet hours, okay?
111000	115040	The shift in the market structure can happen anytime as long as that
115320	122000	Liquidity level is still intact the drawn liquidity you can take your entry in that direction after 10 or after 3
122120	124120	So let's move on to the next example
