start	end	text
0	2800	All right guys, so here is the last example.
4240	7080	You can see the ancient session ended here.
7080	10160	We have our BUI right here.
10160	12320	So I wait for price to come back into our BUI,
12320	13760	which happens right here.
13760	15200	I drop down to one minute.
16120	21120	And I look for my market structure shift.
22000	24440	Happens just right here.
24440	26360	I would take my entry from it.
26360	29160	Actually, I would take my entry from this level
29160	31880	because they are very close to each other.
31880	34240	And also if I drag this along,
34240	39240	you might remember my autoblock fake out,
41000	43640	autoblock liquidity trading strategy.
45200	49320	So you see we had a small little change of factor here.
49320	51400	And you can see price went down
51400	53840	and now it's pushed back up again.
53840	57360	Now this old autoblock is
59400	63640	has BPR, this autoblock.
63640	67000	So this is like the best area for me to enter off of.
67000	68320	So I would take my entry here,
68320	70920	put my stop probably right here,
70920	74640	just below the body right here.
74640	78600	And I would target probably this level right here.
78600	80640	Sure, but let's see how this plays out.
80640	84240	So we get a beautiful entry right here.
84240	89240	And price, did it hit or take profit?
89280	93280	It did not, it just simply reacted off this fairly gap.
93280	97240	So in a normal condition, I would look for one to two,
97240	101400	but this was, this could have been 2.5 easily.
104160	106000	But if you probably held, yep.
106000	107800	So actually it just went ahead
107800	111480	and took out this take profit level.
111520	114880	And I believe it takes out the Asian high as well.
117560	118760	Okay, I don't think so.
119920	121080	I'm not sure.
121080	122480	Let's see, let's see.
123720	126480	Up, up, up, up, up, up, up, up, go up, go up.
126480	129400	Nope, nope, nope, nope, nope, nope, nope, nope, nope,
129400	131680	nope, nope, nope, nope, nope, nope, nope, nope, nope,
131680	133280	okay, nevermind.
133280	136740	So yeah, this would have been actually
136740	141740	one to three risk reward trade guys.
141940	145900	It's really simple, mechanical trading strategy
145900	147540	that you can use.
147540	149380	I hope you guys enjoyed
149380	153340	and took some knowledge off of this course update.
153340	154180	As I said before,
154180	157220	there are gonna be a lot of course updates in the future.
157220	160020	And you're gonna get that for absolutely free.
160020	161900	I'm just gonna keep on updating the course,
161900	163420	uploading more videos
164260	168460	because IT content is too big guys.
168460	173460	And even if I spend like a week
173940	175900	constantly making videos again and again,
175900	176780	it's not gonna be enough.
176780	177980	So I need time.
177980	182980	So I'll try to upload more videos after each month,
183700	185260	I would say.
185260	187940	But anyways, if you have any questions,
187940	189580	let me know and I'll answer them.
189580	192000	And goodbye, take care, love you guys.
