start	end	text
0	4720	Alright guys, so for an example, number 2 for the weekly bias, I'm looking at GPP NCD,
4720	10600	so you can see we took out the extended liquidity right here, where is the draw on liquidity.
10600	14680	So this tiny probability gap that you can see right here, if I zoom in, you can see there's
14680	18240	this gap right here, that is going to be a draw on liquidity, so let's drop down to
18240	23680	the 4 hours time frame, remember for the weekly, we go from weekly to 4 hour time frame.
23680	28880	This is when we took out the liquidity here, that is going to be this right here, if it
28880	33680	breaks, that is going to set our bias, and right here, what do we have, we have a market
33680	35120	structure shift, right?
35120	40880	So now, once this broke here, that would be our bias, till this liquidity level is hit,
40880	45960	so now where we could have entered from this bread and butter model, this fair value gap
45960	55320	right here, that I see right in the premium, and let's see, if price goes there, right
55320	60760	there, boom, price goes into the fair value gap, and we have our draw on liquidity hit,
60760	65640	so let's go to the weekly taproom once again, I'm going to show you another example, that
65640	73760	just happened, just around here, so what happened here, we took out extended liquidity here again,
73760	76680	and we have this fair value gap, right?
76680	83120	We could use the 0.5 level of this fib, because that is some part of it, the fair value gap
83120	89280	is inside the discount, so we should be using the 0.5 level, let's go to the for our time frame
89280	97040	and look for what have happened here, so right here, we can see we have this fractal low here,
97040	103360	and we also have this fair value gap, so price took out the extended liquidity, we have a market
103360	108560	structure shift, setting our bias, right, this is the fair value gap that we take our entry from,
108720	112960	right, this fair value gap is filled, and this is the only fair value gap that is left,
112960	117920	so we simply take our entry from this fair value gap, we put our shop right above this high,
117920	123520	or you can put it here, doesn't matter, and use target this level, which is our draw on liquidity,
123520	133840	and let's see how this plays out, and price hits our take profit level, very simple guys,
133840	137920	so let's move on to the daily example number two now.
