start	end	text
0	4860	All right, guys, so here is an example number two for the market maker
5700	7700	second distribution entry model
8040	15340	So over here you can see that we took out external liquidity right right here and our drawn liquidity is gonna be this
15480	22280	Fair valley gap right there. So let's study what happened here. So remember from 15 minutes. We go to a one-minute time frame
23820	25820	Now going over here
25860	28740	We can see we took out the external liquidity which was here
29380	31380	Now what we're waiting for is a
32460	36220	Shift in the market structure. Once you get the shift in market structure
36220	41860	That is when you have to look for a double break of structure. Okay, you cannot look that that before
42780	47360	However, if you have a high high high low and a higher high
47700	52660	Right and that second higher high gives you the market structure shift that is valid
53020	56980	However, if you get a high high high high low higher high
57620	60180	Without market structure shift that is not valid
60180	64260	So you have to wait for market structure shift and then you have to wait for that
64940	65940	Setup
65940	71700	However, if you get like a higher high high low and then a higher high and the second higher high
72220	77480	That is formed is gives you market structure shift and that is a double break of structure pattern as well
78420	84900	Listen to what I said if you don't understand this. So we have our first market structure shift and now we're waiting for a
87940	94380	Break of structure. So that happens just right here. Now what we are waiting for is a purge on a
95540	99780	High low, right? So we get a purge here
100020	107700	Sorry here here and here now once you get the purge you have to patiently wait for a double break of structure once again
108100	113780	So over here, what do you see? We have a higher high high low and then a higher high?
113780	121220	So this tiny break of structure right here is a valid one. Okay, it doesn't matter the size doesn't matter
121540	124180	That's what she said. No, she never really said that
125860	129620	Oh my god, bro. All right, so you get the break of structure here
131300	134980	High high high low high high that is your silver
136340	141780	Like it's it's not even silver. It's like a platinum bullet here at this point because it goes way fast. Okay
142660	145140	So right here, this is your second
146100	151980	Distribution entry on this for remember to use the extreme fairly gap in this case in this leg, right?
153540	159300	So you have to use the extreme fairly gap in these two legs. So higher high high low higher high, right?
159300	164260	In these two legs, you have to use the extreme fairly gap. That is not touched before
165020	168140	And as you can see we could have gone long just here
168140	171980	That was our drawn liquidity and a beautiful trade to the upside
174540	176860	So let me give you guys one more example
