start	end	text
0	8000	Alright guys, so, first of all, apologies if you hear some noises in the background, currently it's daytime, so yeah.
8000	16000	So anyways, here's an example for a breaker block, so you can see we have lower low, lower high, lower low.
16000	23000	So this is the last candle before the move to the downside, and then we have market structure shift.
23000	34000	So now, you can see that this, so now what you can do is you can either mark out the breaker with the wick, or just mark out the body, okay, from the body.
34000	38000	I usually mark out from the body, but you can do wick as well.
38000	48000	So, notice that how we have fairly gap here as well, and that is overlapping with the breaker block here, right?
48000	56000	So, price comes back, and it hits this breaker block, and then it goes up, right?
56000	65000	So, you can see that breaker blocks are great to hold, and they are very powerful when there is fairly gap overlapping with the breaker.
65000	76000	So you can see we had market structure shift right here, and we had our entry here, there was also a fairly gap, and also we had breaker blocks.
76000	79000	So, that was a perfect setup.
79000	82000	So, let me give you guys another example.
