start	end	text
0	9000	Here is example number three, so you can clearly see we took out buy side here, and afterwards we had a market structure shift.
9000	16000	And now we have consecutive bullish candles here, or up close candles, so if I mark these out, like that, and I drag this along,
16000	22000	you can see price came into the autoblock, but it wicked above it, taking out the autoblock liquidity as well.
22000	29000	Or you can say this is the ICT3 strike pattern, what I've thought before on the channel, but we will not go into detail, but this is what you have to look for.
29000	39000	In autoblock, I sweep off the autoblock liquidity, and afterwards we have a close below it, so goes up, and then closes below it, like that, right?
39000	55000	Or I reclaim, and then we enter on the retest. So now once we enter on the retest, like that, stop goes above the wig, or above the autoblock, like that.
55000	67000	And you go for one to two, and you can see that one to two was hit, and a significant target could have been hit as well, I think.
67000	75000	If I believe this low was taken out, yep, this was taken out like that, just this level here, by this level.
75000	79000	So that's pretty much it for this strategy guys, going back test.
79000	87000	And now let's move on to the most requested video, how to trade the AR50 with daily bias.
87000	90000	Let's move on to that chapter.
