start	end	text
0	7600	Alright guys, so here is the example number two. So as you can see I'm at here at 9.55 and we do
7600	14880	not have a clear liquidity sweep here. Okay, so what we can do now, so if you didn't know this before,
15680	22800	you know, these PD areas are drawn on liquidity as well. So it could be a fair value gap, right?
23760	30320	And essentially when you are marking the fair value gap, the last candle of the fair value gap
30320	36480	is basically a liquidity on a smaller time frame. So if I go back to like one minute, you can see
36480	42320	that this is a low right here. So we're going to wait for price to take out this low and this is
42320	47440	our sell site liquidity taken out, right? And then we wait for a clear market structure shift
48400	54560	inside like, you know, the internal market structure. So you can see that we have this
56160	62000	high over here. And if it breaks, that is perfect. And as you can see, it broke, right? Now,
62880	68240	here's the thing, if this structure broke here, right, then I will consider this the more structure
68240	75840	it breaks, the less the chance of that setup playing out. Okay, remember that. So we have a
75920	81280	beautiful structure break here. I couldn't I could consider this as a structure break as well.
81280	87840	And now we have our fair value gap. We take our entry here, put our store bright blue. Actually,
87840	94320	let's go for five handles right here. And our take profit five handles as well. And let's see how
94320	101440	this plays out. And you can see we had our take profit level. And if we held the trade, you can
101440	111760	see it kept going up, potentially up to 1.75. And then we reverse back and stopping us out. So,
112880	118640	this is how you can trade. Essentially, you would have gone for one to one as ICT says. Okay,
118640	124160	but I usually go for one to two, I would I would have gone like break even once that
124160	129920	restore what was hit. So this trade would have been a break even for me. But you can see if you put
129920	135280	your stop at five handles, or maybe let's go, if we actually put if we let's ignore the five
135280	140640	handle thing, right? If I put my stop right below the slow, and if we went up, we would have easily
140640	148320	gotten a two restore wall trade. But as I said before, we would have gotten stopped at break even.
148960	155040	So yeah, that's that was it for this example. Let me give you guys one last example.
