start	end	text
0	3740	Alright guys, so here is the last example for this strategy and
4480	6480	I'm looking at USTCHF. I
7040	11720	Also want to like I'm showing you guys that it works with every single pair. Okay, so
12840	16880	Autoflow is clearly bearish. You have to train your eyes to see this
17640	19160	so now
19160	21480	We have this autoblock here
22360	28040	Prize comes back into our autoblock. Let's go back to 15 minute and you can see that
28680	32560	We have higher high high low and higher high
33520	37640	Now this here right here candle, right? It took out
38440	41600	This liquidity here and then we have a
42520	47080	Market structure shift here very tiny market structure shift, but it is a
47800	51920	Market structure shift. Let's go back to like let's say five minutes
51920	56360	You can see that this is a clear clean market structure shift, right?
56920	59280	now, let's go back to 15 minute and
60440	66880	Now it doesn't have to be consecutive candles. I know some of you might think that it has to be consecutive
66880	67880	No
67880	71320	If it takes out liquidity and then you have if it takes out liquidity
71320	73720	It goes to your POI and then you have a market structure shift
74040	77800	Then that is your autoblock. Okay, it doesn't have to be consecutive candles
77800	81520	You take your entry here put your stop right above this high over here
82080	84080	go for one two and
85080	87080	and
87080	88920	Look at this
88920	90920	plays out beautifully and
91520	93520	It hits your take profit
95640	99200	Honestly, this is one of my favorite trading strategies at the moment
100160	101920	It's basically autoflow
101920	108160	But it only uses two time frames and you only have to see the market structure shift during kills on ours
108160	112440	And your entry must also be doing kills on ours and you go for one to two
112440	118640	So that was it for this strategy. I'll see you guys in the next one
