start	end	text
0	5360	All right, everybody. So here is example number two looking at GBPUSD on the 10 minute time from now
5360	10920	And the reason why I'm looking at 10 minute is because if I go to the six minute time from you can see that
11120	13120	even though we have one verbal gap and
13800	15840	There's another further gap here, right?
15840	22440	But the range is too small and the take profit would have been already hit if I was on six minute
22680	29400	So to avoid looking at this I would go to 10 minute and we have this one big fairly gap
29400	31400	I wouldn't say big, but yeah
31960	38400	And you can clearly see we took out some form of liquidity, right? Or you could say break of structure and
41040	44920	Over here we have a fair valley gap now once
45600	52280	The candle closes it closes below it. It becomes inverse revenue gap. So this revenue gap becomes inverse
52560	53520	All right
53520	61160	Now my entry would be on the retest and this is the closest low that is gonna be my take profit level
62280	67560	Now it's giving me 1.31. So I can move my stop up a bit like that
68080	70080	I'm just gonna give you one two one
70520	76680	Now if this level is hit before the entry then my setup would become invalid
77560	83720	All right, so this is my take profit level if I play this through you will see that we go down
83720	90760	But we do not take out the take profit level and from there onwards you can see that the take profit level was hit
92360	94360	Now you can see that
94880	96880	could have probably
98000	102320	Took some partial zers and then maybe you could have got got closed at break even
103040	109840	But the higher target would have been these these equal lows here or the issue low here
109840	112280	And you can see that the issue low was taken
112760	118480	But most probably if you didn't take your entire profits here, which I mostly do
119320	125680	Because that's when I get above 70% win rate when I take one two ones and target the closest lows or highs
126560	131800	But if you took you some partials here and then you let the trade running and your main target was this
132320	134320	You could have gotten around
134600	138440	one two one two two point eight or one two three you could say
139760	146440	so a very simple trading model that works brilliantly it requires no daily bus and
147400	150040	It is a very very powerful
150920	154000	Trust me. All right. Let me give you guys one more example
