start	end	text
0	6640	Alright guys, so I have an example for the daily bias, as you can see on the daily timeframe
6640	11600	and I'm looking at USD CAD, it happened recently actually, like a couple of days ago.
11600	16800	So you can see we have this external liquidity marked out here, and where do you see the
16800	21120	draw on liquidity, which is our internal liquidity, this fairly gap right here.
21120	24080	So that is our draw on liquidity right here.
24080	29000	We took out this low, which is an external liquidity, so let's drop down to the one hour
29000	30000	timeframe.
30000	33920	Remember on for the daily bias, we go from daily to one hour.
33920	37560	So let's drop down to the one hour timeframe.
37560	43760	Now we're simply looking for a market structure shift that supports our high timeframe narrative
43760	49280	and right there, what you can see is we have a shift in the market structure.
49280	54720	Now this right here is an auto block consecutive bearish candles right as I explained in the
54720	57000	auto block 2.0 video.
57000	61080	So right here, what you can see, this would have been our entry point.
61080	71200	We go long here, right for every simple and we look to target this level here.
71200	75920	And now that is your bread and butter model going for 5.55 RR.
75920	82920	You see we get our entry here and it is currently a weekend that I'm recording, so I'm pretty
82920	86080	much sure that's going to take out this level.
86080	90840	But as you can see how beautifully it distributed to the app site, we also had a fairly gap
90840	91840	here.
91840	95840	So if price filled the fairly gap, also they were going to auto block and you could say
95840	96760	a breaker block.
96760	104720	So you can see you can easily identify your targets, which is the beauty of this concept.
104720	111080	Although if you were using the 5 minute timeframe, you could have taken multiple entries here
111080	116040	and I want to talk about those later in the video when we get to the more advanced concepts.
116040	123880	So let me give you guys an example for the monthly bias once again and then I will do
123880	128600	one more for the weekly and one more for the daily and then we will move on to the next
128600	129600	chapter.
129600	134120	I want you guys to understand these concepts very clearly and I'm like, yeah, I'm very
134120	139400	confident you guys are going to absolutely kill the markets once this course is out and
139400	140720	you master this.
140720	145480	Of course you will have your back test first, give it a month or two, back test these concepts
145480	149280	or I don't know if you are a quick learner, you could just give it a one week of back
149280	152120	testing and then get into the markets right away.
152120	155280	So let me give you guys an example for the monthly bias once again.
