start	end	text
0	4260	All right guys, so this is an example for a short position.
4260	8100	So as you can see, we got the A leg, right?
8100	11060	So let me mark this out very easily.
11060	11900	There you go.
11900	14300	We got the A leg, we got the B leg,
14300	16380	and then we got the C leg.
16380	17340	Perfect.
17340	19300	So now let me mark these out.
19300	21860	So we got the A leg right around here,
21860	24500	which is from here, okay?
25680	29700	And then we got the B leg, okay?
29700	34700	Which is the B leg, this downward move.
35420	38620	So we wanna mark out the very low of the B leg,
38620	40040	which is this, okay?
41920	45200	And we wanna mark out the high of the A leg,
46860	48740	which is this, perfect.
50260	55260	Now the C leg, which is this,
55260	60260	it takes out the high of the A leg, okay?
63100	65600	So the high of the A leg is here,
66640	69220	A leg high, right?
72200	76480	Let me do this, it looks better, there you go.
77600	81840	So the C leg takes out the high of the A leg
82680	87680	while leaving some structure here, right?
88560	93280	So before price took out this high,
93280	95860	it created some structure, okay?
97000	102000	Then when price took out the high,
102240	105440	it made a market structure shift.
105440	110440	So it broke this structure, right?
112560	117560	Then price left the imbalance and auto block.
119160	121720	So this is an auto block, right?
122920	125320	We would enter straight from the auto block,
130040	132520	put our stop-loss right above there
132520	136200	and target the low, which is here.
136200	138160	So that's 5.62, guys.
